system:index,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,GEO_NAME,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,STATEFP,TRACTCE,Year,ndvi,.geo
00000000000000000770,1110454.0,13666.0,1,053,S,270530268111,270530268111,+45.0913368,-093.3262602,G5030,Block Group 1,27,026811,2021,0.6560820177335271,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000773,1443422.0,41875.0,1,053,S,270530203011,270530203011,+45.0834072,-093.3233803,G5030,Block Group 1,27,020301,2021,0.5625496038353839,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000781,3147914.0,8855635.0,1,053,S,270530272031,270530272031,+44.9381046,-093.5826091,G5030,Block Group 1,27,027203,2021,0.7152379988168928,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000784,2004749.0,1134260.0,1,053,S,270530275041,270530275041,+44.8965019,-093.5537020,G5030,Block Group 1,27,027504,2021,0.7260442734705189,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000785,1349577.0,72564.0,1,053,S,270530275031,270530275031,+44.8977925,-093.5849305,G5030,Block Group 1,27,027503,2021,0.6722386516139395,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ad,552581.0,49660.0,1,053,S,270531075001,270531075001,+44.9564839,-093.2216719,G5030,Block Group 1,27,107500,2021,0.5496726855096704,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b6,798429.0,648.0,1,053,S,270530264031,270530264031,+44.9732344,-093.4313801,G5030,Block Group 1,27,026403,2021,0.4576525764105417,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b7,1247178.0,682.0,1,053,S,270530268121,270530268121,+45.1121650,-093.3729980,G5030,Block Group 1,27,026812,2021,0.5602979929726092,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e0,447332.0,50178.0,1,053,S,270530117031,270530117031,+44.9051435,-093.2496605,G5030,Block Group 1,27,011703,2021,0.618513559564621,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a05,641542.0,93026.0,1,053,S,270530202001,270530202001,+45.0804633,-093.2845197,G5030,Block Group 1,27,020200,2021,0.5799207757127596,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a0b,501745.0,15941.0,1,053,S,270530211001,270530211001,+45.0372924,-093.3456477,G5030,Block Group 1,27,021100,2021,0.5222994201305116,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a26,592345.0,3460.0,1,053,S,270530203031,270530203031,+45.0733347,-093.3356950,G5030,Block Group 1,27,020303,2021,0.5506019398641713,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a29,768521.0,54288.0,1,053,S,270530205001,270530205001,+45.0529464,-093.2901769,G5030,Block Group 1,27,020500,2021,0.5685992204419863,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a42,473577.0,911.0,1,053,S,270530215011,270530215011,+45.0636788,-093.3778481,G5030,Block Group 1,27,021501,2021,0.5740333628922025,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a63,1020186.0,92943.0,1,053,S,270530206001,270530206001,+45.0647394,-093.2916975,G5030,Block Group 1,27,020600,2021,0.5168983196051583,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a75,783492.0,12739.0,1,053,S,270530209021,270530209021,+45.0248984,-093.3581490,G5030,Block Group 1,27,020902,2021,0.5909662944519593,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a8d,2.2380394E7,2776595.0,1,053,S,270530269101,270530269101,+45.2156112,-093.4779354,G5030,Block Group 1,27,026910,2021,0.6994899349256786,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a9b,955843.0,160200.0,1,053,S,270530001021,270530001021,+45.0430479,-093.2855863,G5030,Block Group 1,27,000102,2021,0.4857717676875963,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aab,339845.0,104883.0,1,053,S,270530024001,270530024001,+45.0019525,-093.2720073,G5030,Block Group 1,27,002400,2021,0.4203604315865172,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab1,691387.0,74635.0,1,053,S,270531262001,270531262001,+44.9887016,-093.2721967,G5030,Block Group 1,27,126200,2021,0.2982110841466153,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cdc,645177.0,24351.0,1,053,S,270530203021,270530203021,+45.0836398,-093.3468773,G5030,Block Group 1,27,020302,2021,0.5707762922478955,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1d,762100.0,14742.0,1,053,S,270531225001,270531225001,+44.9347466,-093.3739562,G5030,Block Group 1,27,122500,2021,0.491271221749826,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d79,1356889.0,2845809.0,1,053,S,270530275011,270530275011,+44.9115541,-093.5573736,G5030,Block Group 1,27,027501,2021,0.6379516134504931,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d8f,396033.0,784329.0,1,053,S,270530276011,270530276011,+44.9471794,-093.6466170,G5030,Block Group 1,27,027601,2021,0.6106068717183852,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d91,603465.0,324224.0,1,053,S,270530276021,270530276021,+44.9303871,-093.6409348,G5030,Block Group 1,27,027602,2021,0.6257116252161172,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d9d,1875677.0,2999.0,1,053,S,270531026001,270531026001,+45.0040167,-093.2301482,G5030,Block Group 1,27,102600,2021,0.49503773083438757,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000da2,424257.0,98009.0,1,053,S,270531030001,270531030001,+44.9968956,-093.2686977,G5030,Block Group 1,27,103000,2021,0.38596695494865074,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dab,1800576.0,1155648.0,1,053,S,270530267131,270530267131,+45.0812737,-093.4139527,G5030,Block Group 1,27,026713,2021,0.5976689249027329,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db5,842087.0,98658.0,1,053,S,270531261001,270531261001,+44.9761617,-093.2534101,G5030,Block Group 1,27,126100,2021,0.2810964814545094,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000db6,279163.0,60729.0,1,053,S,270531048001,270531048001,+44.9765655,-093.2438995,G5030,Block Group 1,27,104800,2021,0.39827872277225224,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dbc,1.3845465E7,808146.0,1,053,S,270530277001,270530277001,+44.9681338,-093.6880143,G5030,Block Group 1,27,027700,2021,0.720802161121269,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dbf,719394.0,22513.0,1,053,S,270531002001,270531002001,+45.0378417,-093.3134671,G5030,Block Group 1,27,100200,2021,0.5239481261494415,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc1,1426231.0,54133.0,1,053,S,270531005001,270531005001,+45.0317468,-093.2708898,G5030,Block Group 1,27,100500,2021,0.4010589602684372,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc5,823947.0,112169.0,1,053,S,270531009001,270531009001,+45.0181971,-093.2816461,G5030,Block Group 1,27,100900,2021,0.40346258151002623,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dcf,1017659.0,418.0,1,053,S,270530268101,270530268101,+45.0975759,-093.3436911,G5030,Block Group 1,27,026810,2021,0.5588575211041398,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd3,591066.0,52677.0,1,053,S,270531016001,270531016001,+45.0096218,-093.2795429,G5030,Block Group 1,27,101600,2021,0.27879215363339077,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ddd,633928.0,62901.0,1,053,S,270531023001,270531023001,+45.0020447,-093.2810045,G5030,Block Group 1,27,102300,2021,0.31498646735459196,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dea,1550609.0,373674.0,1,053,S,270530268151,270530268151,+45.0925366,-093.2829901,G5030,Block Group 1,27,026815,2021,0.6515497885159596,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ded,429422.0,959.0,1,053,S,270530268161,270530268161,+45.0997096,-093.3617972,G5030,Block Group 1,27,026816,2021,0.5603834731820875,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df5,2255033.0,434238.0,1,053,S,270530268201,270530268201,+45.1400576,-093.3189288,G5030,Block Group 1,27,026820,2021,0.6646923549445707,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000df8,1541758.0,148022.0,1,053,S,270530268221,270530268221,+45.1181981,-093.3005777,G5030,Block Group 1,27,026822,2021,0.6399293915928609,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dfb,1610747.0,648177.0,1,053,S,270530269061,270530269061,+45.1750714,-093.3667283,G5030,Block Group 1,27,026906,2021,0.6348353486246571,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dfe,5705285.0,286250.0,1,053,S,270530269071,270530269071,+45.1698781,-093.4089633,G5030,Block Group 1,27,026907,2021,0.6586303595652904,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e04,3.4405114E7,5369221.0,1,053,S,270530270021,270530270021,+45.0454767,-093.6913513,G5030,Block Group 1,27,027002,2021,0.7323374637685581,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e07,2.1708137E7,336479.0,1,053,S,270530271011,270530271011,+45.0507238,-093.5803139,G5030,Block Group 1,27,027101,2021,0.671233206552736,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e0a,1.6176561E7,23783.0,1,053,S,270530271021,270530271021,+45.1361084,-093.6120233,G5030,Block Group 1,27,027102,2021,0.707659577831501,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e0e,5088063.0,4655941.0,1,053,S,270530272011,270530272011,+44.9632740,-093.5600042,G5030,Block Group 1,27,027201,2021,0.7219859874146969,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e13,1295893.0,217130.0,1,053,S,270530272021,270530272021,+44.9858105,-093.5674851,G5030,Block Group 1,27,027202,2021,0.5302809960997281,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e3e,1302748.0,1689957.0,1,053,S,270531091001,270531091001,+44.9357483,-093.3156827,G5030,Block Group 1,27,109100,2021,0.61376410301847,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e5a,438310.0,70985.0,1,053,S,270531076001,270531076001,+44.9442260,-093.2057437,G5030,Block Group 1,27,107600,2021,0.5896728573429303,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e7e,334431.0,52383.0,1,053,S,270531105001,270531105001,+44.9320516,-093.2054016,G5030,Block Group 1,27,110500,2021,0.6070866846332932,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e82,982023.0,216827.0,1,053,S,270531111001,270531111001,+44.9210857,-093.2406928,G5030,Block Group 1,27,111100,2021,0.6802792076263924,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ebe,2603674.0,795613.0,1,053,S,270530273001,270530273001,+44.9684899,-093.4929325,G5030,Block Group 1,27,027300,2021,0.6353659026183571,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f6a,966267.0,1176.0,1,053,S,270530244001,270530244001,+44.8844963,-093.2804327,G5030,Block Group 1,27,024400,2021,0.4777999388067028,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f75,985760.0,32391.0,1,053,S,270530247001,270530247001,+44.8869454,-093.2632681,G5030,Block Group 1,27,024700,2021,0.5889968804652163,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f95,2595299.0,715675.0,1,053,S,270530260211,270530260211,+44.8458723,-093.5090103,G5030,Block Group 1,27,026021,2021,0.6758137445918082,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa1,1719312.0,115501.0,1,053,S,270530266091,270530266091,+44.9826839,-093.4864014,G5030,Block Group 1,27,026609,2021,0.6651317691286776,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fab,1006517.0,4696.0,1,053,S,270530267061,270530267061,+45.1432342,-093.4159512,G5030,Block Group 1,27,026706,2021,0.6885696699117627,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,2692304.0,816.0,2,053,S,270530216012,270530216012,+44.9940079,-093.3931529,G5030,Block Group 2,27,021601,2021,0.5416219598578315,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,459721.0,40808.0,2,053,S,270530215042,270530215042,+45.0315687,-093.3943695,G5030,Block Group 2,27,021504,2021,0.5995607280437484,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ba,730947.0,12744.0,2,053,S,270530209022,270530209022,+45.0295864,-093.3658613,G5030,Block Group 2,27,020902,2021,0.64294239817177,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000223,329429.0,6258.0,2,053,S,270530038002,270530038002,+44.9838887,-093.2394459,G5030,Block Group 2,27,003800,2021,0.3910344965537319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c,430447.0,1989.0,2,053,S,270530268102,270530268102,+45.1056764,-093.3528365,G5030,Block Group 2,27,026810,2021,0.5007832660558814,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022d,606763.0,1249.0,2,053,S,270530260152,270530260152,+44.8499617,-093.4544321,G5030,Block Group 2,27,026015,2021,0.6164663651403133,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000237,2070486.0,13139.0,2,053,S,270530260182,270530260182,+44.8180481,-093.4111791,G5030,Block Group 2,27,026018,2021,0.6562315829853692,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023b,490030.0,2538.0,2,053,S,270530259062,270530259062,+44.8158223,-093.3795865,G5030,Block Group 2,27,025906,2021,0.5700879705062979,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b,2.5969556E7,378500.0,2,053,S,270530269092,270530269092,+45.1960175,-093.5420289,G5030,Block Group 2,27,026909,2021,0.5769823525648852,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000263,2496097.0,12609.0,2,053,S,270530264032,270530264032,+44.9768610,-093.4363034,G5030,Block Group 2,27,026403,2021,0.6029947543458578,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000269,607866.0,27335.0,2,053,S,270530238012,270530238012,+44.8942899,-093.3332163,G5030,Block Group 2,27,023801,2021,0.6187765066703182,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026d,505182.0,10681.0,2,053,S,270530239032,270530239032,+44.8727609,-093.3672171,G5030,Block Group 2,27,023903,2021,0.6365262618645855,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e,1032036.0,23441.0,2,053,S,270530261042,270530261042,+44.9016025,-093.4094176,G5030,Block Group 2,27,026104,2021,0.5392204137397562,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ac,2892092.0,77289.0,2,053,S,270530261032,270530261032,+44.9121302,-093.4440552,G5030,Block Group 2,27,026103,2021,0.6639056600024712,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af,850190.0,31594.0,2,053,S,270530262052,270530262052,+44.9133107,-093.4855736,G5030,Block Group 2,27,026205,2021,0.6739464207192106,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7,1551274.0,1661.0,2,053,S,270530266122,270530266122,+45.0354810,-093.4593203,G5030,Block Group 2,27,026612,2021,0.6198844091770923,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b9,791974.0,7810.0,2,053,S,270530266102,270530266102,+44.9977573,-093.4969067,G5030,Block Group 2,27,026610,2021,0.6006515254732384,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bb,639026.0,19239.0,2,053,S,270530266112,270530266112,+44.9969364,-093.4882420,G5030,Block Group 2,27,026611,2021,0.654230170587256,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bc,1336068.0,9034.0,2,053,S,270530262062,270530262062,+44.9086096,-093.4665461,G5030,Block Group 2,27,026206,2021,0.6857637601053489,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bf,2195011.0,17004.0,2,053,S,270530262072,270530262072,+44.9060358,-093.5138969,G5030,Block Group 2,27,026207,2021,0.6607290848903514,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc,686245.0,6856.0,2,053,S,270530258052,270530258052,+44.8017911,-093.3333707,G5030,Block Group 2,27,025805,2021,0.6202657304039312,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cf,2281925.0,29978.0,2,053,S,270530259032,270530259032,+44.7965467,-093.3601796,G5030,Block Group 2,27,025903,2021,0.5747005882803778,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d4,902274.0,3438.0,2,053,S,270530259052,270530259052,+44.8501243,-093.3803414,G5030,Block Group 2,27,025905,2021,0.6603909507282335,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e6,1472081.0,66827.0,2,053,S,270530261012,270530261012,+44.9318566,-093.4416999,G5030,Block Group 2,27,026101,2021,0.6834058225635009,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039a,2.3409872E7,2021911.0,2,053,S,270530270012,270530270012,+45.0960010,-093.7173226,G5030,Block Group 2,27,027001,2021,0.7248478817719903,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b8,1361457.0,464587.0,2,053,S,270531065002,270531065002,+44.9607594,-093.3094719,G5030,Block Group 2,27,106500,2021,0.6164572474949682,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bc,1035075.0,6941.0,2,053,S,270531040002,270531040002,+44.9818926,-093.2196058,G5030,Block Group 2,27,104000,2021,0.3311074911055134,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d3,685842.0,9332.0,2,053,S,270530221012,270530221012,+44.9684684,-093.3635892,G5030,Block Group 2,27,022101,2021,0.5052200068996011,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003db,985584.0,181451.0,2,053,S,270530245002,270530245002,+44.8741083,-093.2959073,G5030,Block Group 2,27,024500,2021,0.6206433149929512,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003dc,500121.0,12074.0,2,053,S,270530249032,270530249032,+44.8664152,-093.2548414,G5030,Block Group 2,27,024903,2021,0.4774906178651541,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fb,1912254.0,5652.0,2,053,S,270530265052,270530265052,+45.0046027,-093.4378500,G5030,Block Group 2,27,026505,2021,0.6879372159834322,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000408,2243645.0,65912.0,2,053,S,270530260192,270530260192,+44.8542398,-093.4411070,G5030,Block Group 2,27,026019,2021,0.42253863484767534,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040c,2201064.0,4135.0,2,053,S,270530262022,270530262022,+44.9290311,-093.4762519,G5030,Block Group 2,27,026202,2021,0.670364687705467,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044a,3173244.0,123931.0,2,053,S,270530265072,270530265072,+44.9867997,-093.4332735,G5030,Block Group 2,27,026507,2021,0.6457439754749703,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000452,1305741.0,813703.0,2,053,S,270530265082,270530265082,+45.0508328,-093.4363308,G5030,Block Group 2,27,026508,2021,0.6543759719151919,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000461,2326667.0,161007.0,2,053,S,270530266062,270530266062,+44.9880788,-093.5118698,G5030,Block Group 2,27,026606,2021,0.6858511333443332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000462,1236260.0,9501.0,2,053,S,270530266092,270530266092,+44.9855311,-093.4655026,G5030,Block Group 2,27,026609,2021,0.660921546571827,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000468,838424.0,83250.0,2,053,S,270530267062,270530267062,+45.1471737,-093.4121515,G5030,Block Group 2,27,026706,2021,0.6891562598672212,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046c,1660639.0,111283.0,2,053,S,270530267082,270530267082,+45.1273655,-093.4492002,G5030,Block Group 2,27,026708,2021,0.6392536725370759,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000471,1538916.0,356437.0,2,053,S,270530267122,270530267122,+45.0850510,-093.4373935,G5030,Block Group 2,27,026712,2021,0.6072161762030946,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000472,1649361.0,2582.0,2,053,S,270530216022,270530216022,+44.9881734,-093.3725021,G5030,Block Group 2,27,021602,2021,0.6032227917060053,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000473,1671608.0,376410.0,2,053,S,270530265122,270530265122,+45.0242514,-093.4386494,G5030,Block Group 2,27,026512,2021,0.7055484017659823,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000481,2770024.0,452657.0,2,053,S,270530260212,270530260212,+44.8598767,-093.4952658,G5030,Block Group 2,27,026021,2021,0.6188643126892917,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000485,1252973.0,352063.0,2,053,S,270531105002,270531105002,+44.9145394,-093.2042319,G5030,Block Group 2,27,110500,2021,0.620315030809424,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004a8,3173752.0,195095.0,2,053,S,270530259072,270530259072,+44.7962325,-093.3732805,G5030,Block Group 2,27,025907,2021,0.6382581785451804,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ab,1330216.0,6990.0,2,053,S,270530260052,270530260052,+44.8767314,-093.4707148,G5030,Block Group 2,27,026005,2021,0.6921872967760965,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b8,899123.0,16175.0,2,053,S,270530260062,270530260062,+44.8650376,-093.4641212,G5030,Block Group 2,27,026006,2021,0.5770032989443541,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bb,1681763.0,64976.0,2,053,S,270530260072,270530260072,+44.8752559,-093.4415804,G5030,Block Group 2,27,026007,2021,0.6445668879910423,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cb,1177458.0,1110.0,2,053,S,270530260132,270530260132,+44.8862164,-093.4898115,G5030,Block Group 2,27,026013,2021,0.6769119954304469,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d2,1978619.0,201492.0,2,053,S,270530260142,270530260142,+44.8765648,-093.4997883,G5030,Block Group 2,27,026014,2021,0.6218783515909493,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d5,2594631.0,210516.0,2,053,S,270530260162,270530260162,+44.8355980,-093.4196135,G5030,Block Group 2,27,026016,2021,0.6622671454373675,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004dd,1847803.0,15634.0,2,053,S,270530218002,270530218002,+44.9736823,-093.3366397,G5030,Block Group 2,27,021800,2021,0.6156384716602856,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004df,1162125.0,16054.0,2,053,S,270530219002,270530219002,+44.9816903,-093.3566121,G5030,Block Group 2,27,021900,2021,0.6140110431590853,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e8,753836.0,7407.0,2,053,S,270530232002,270530232002,+44.9331363,-093.3992845,G5030,Block Group 2,27,023200,2021,0.6087641796304798,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ec,1218669.0,2662.0,2,053,S,270530233002,270530233002,+44.9201967,-093.4141867,G5030,Block Group 2,27,023300,2021,0.3288772277524064,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f3,568482.0,11954.0,2,053,S,270530223012,270530223012,+44.9406015,-093.3973578,G5030,Block Group 2,27,022301,2021,0.5447242975234196,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000508,1820432.0,82446.0,2,053,S,270530235012,270530235012,+44.9152752,-093.3690947,G5030,Block Group 2,27,023501,2021,0.6873558943103827,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050a,572014.0,75943.0,2,053,S,270530254032,270530254032,+44.8356533,-093.2805763,G5030,Block Group 2,27,025403,2021,0.5423706133356317,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050b,1032995.0,95160.0,2,053,S,270530235022,270530235022,+44.9082524,-093.3794207,G5030,Block Group 2,27,023502,2021,0.6912698792510015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000516,1422598.0,69292.0,2,053,S,270530236002,270530236002,+44.9081903,-093.3441655,G5030,Block Group 2,27,023600,2021,0.6687834375255594,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000539,1958392.0,1638142.0,2,053,S,270530253012,270530253012,+44.8194116,-093.2452976,G5030,Block Group 2,27,025301,2021,0.7415183389448781,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053c,1083801.0,26235.0,2,053,S,270530217002,270530217002,+45.0023538,-093.3234521,G5030,Block Group 2,27,021700,2021,0.6746757377150586,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000549,902197.0,57264.0,2,053,S,270530256032,270530256032,+44.8473578,-093.3223381,G5030,Block Group 2,27,025603,2021,0.6355694631542006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000555,611173.0,2790.0,2,053,S,270530257012,270530257012,+44.8136035,-093.3470870,G5030,Block Group 2,27,025701,2021,0.6309999874643886,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056c,646997.0,15738.0,2,053,S,270530257022,270530257022,+44.8201410,-093.3182225,G5030,Block Group 2,27,025702,2021,0.6519431117109926,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000712,2529380.0,26558.0,2,053,S,270530262012,270530262012,+44.9247218,-093.4891855,G5030,Block Group 2,27,026201,2021,0.6820096155094858,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000713,1689147.0,133688.0,2,053,S,270530263012,270530263012,+44.9759732,-093.4781759,G5030,Block Group 2,27,026301,2021,0.5735094081697488,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000743,2657404.0,6470.0,2,053,S,270530266052,270530266052,+45.0318175,-093.5155246,G5030,Block Group 2,27,026605,2021,0.5644474788656713,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000746,802995.0,18322.0,2,053,S,270530267112,270530267112,+45.0924645,-093.4521068,G5030,Block Group 2,27,026711,2021,0.6041919011608516,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000767,1415624.0,9123.0,2,053,S,270530268122,270530268122,+45.1187028,-093.3638094,G5030,Block Group 2,27,026812,2021,0.5762654286671899,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000786,217638.0,71788.0,2,053,S,270531261002,270531261002,+44.9800283,-093.2594663,G5030,Block Group 2,27,126100,2021,0.1911665731771818,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b4,3706402.0,241365.0,2,053,S,270530264042,270530264042,+44.9563464,-093.4280924,G5030,Block Group 2,27,026404,2021,0.6250956598505211,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b5,867099.0,16107.0,2,053,S,270530264022,270530264022,+44.9558476,-093.4046939,G5030,Block Group 2,27,026402,2021,0.6175244898690002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f3,322425.0,13765.0,2,053,S,270530119982,270530119982,+44.9135138,-093.2171085,G5030,Block Group 2,27,011998,2021,0.6091354506743761,"{""type"":""MultiPoint"",""coordinates"":[]}"
